dteday,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
2011-04-29,0,4,11,0,5,1,1,20.2,38.0,15.0013,157
2011-04-29,0,4,12,0,5,1,1,18.320000000000004,37.0,19.0012,223
2011-04-29,0,4,13,0,5,1,1,18.320000000000004,37.0,19.9995,308
2011-04-29,0,4,14,0,5,1,1,20.2,35.0,22.0028,248
2011-04-29,0,4,15,0,5,1,2,18.320000000000004,40.0,19.9995,252
2011-04-29,0,4,16,0,5,1,2,17.380000000000006,42.0,23.9994,299
2011-04-29,0,4,17,0,5,1,2,16.44,45.0,26.0027,508
2011-04-29,0,4,18,0,5,1,1,16.44,48.0,23.9994,439
2011-04-29,0,4,19,0,5,1,1,13.62,55.00000000000001,22.0028,270
2011-04-29,0,4,20,0,5,1,1,14.56,48.0,15.0013,194
2011-04-29,0,4,21,0,5,1,1,13.62,51.0,12.998,195
2011-04-29,0,4,22,0,5,1,1,11.739999999999998,57.99999999999999,11.0014,146
2011-04-29,0,4,23,0,5,1,2,12.68,54.0,6.0032,113
2011-04-30,0,4,0,0,6,0,2,12.68,54.0,16.997899999999998,106
2011-04-30,0,4,1,0,6,0,2,12.68,54.0,11.0014,74
2011-04-30,0,4,2,0,6,0,2,12.68,54.0,15.0013,65
2011-04-30,0,4,3,0,6,0,2,11.739999999999998,54.0,12.998,17
2011-04-30,0,4,4,0,6,0,2,11.739999999999998,54.0,15.0013,7
2011-04-30,0,4,5,0,6,0,1,11.739999999999998,54.0,26.0027,7
2011-04-30,0,4,6,0,6,0,1,10.8,57.99999999999999,19.0012,21
2011-04-30,0,4,7,0,6,0,1,10.8,54.0,26.0027,48
2011-04-30,0,4,8,0,6,0,1,10.8,54.0,19.9995,91
2011-04-30,0,4,9,0,6,0,1,12.68,51.0,23.9994,156
2011-04-30,0,4,10,0,6,0,1,14.56,44.0,26.0027,279
2011-04-30,0,4,11,0,6,0,1,15.5,42.0,23.9994,321
2011-04-30,0,4,12,0,6,0,1,16.44,42.0,26.0027,416
2011-04-30,0,4,13,0,6,0,1,17.380000000000006,39.0,19.9995,455
2011-04-30,0,4,14,0,6,0,1,17.380000000000006,39.0,15.0013,452
2011-04-30,0,4,15,0,6,0,1,18.320000000000004,37.0,8.9981,499
2011-04-30,0,4,16,0,6,0,1,19.26,37.0,12.998,464
2011-04-30,0,4,17,0,6,0,1,18.320000000000004,43.0,8.9981,407
2011-04-30,0,4,18,0,6,0,1,17.380000000000006,43.0,8.9981,371
2011-04-30,0,4,19,0,6,0,1,17.380000000000006,43.0,8.9981,387
2011-04-30,0,4,20,0,6,0,1,12.68,62.0,8.9981,224
2011-04-30,0,4,21,0,6,0,1,12.68,62.0,8.9981,177
2011-04-30,0,4,22,0,6,0,1,12.68,67.0,7.0015,143
2011-04-30,0,4,23,0,6,0,1,12.68,67.0,7.0015,125
2011-05-01,0,5,0,0,0,0,1,11.739999999999998,67.0,6.0032,96
2011-05-01,0,5,1,0,0,0,1,11.739999999999998,69.0,7.0015,59
2011-05-01,0,5,2,0,0,0,1,11.739999999999998,77.0,7.0015,50
2011-05-01,0,5,3,0,0,0,1,10.8,82.0,7.0015,23
2011-05-01,0,5,4,0,0,0,1,10.8,76.0,7.0015,17
2011-05-01,0,5,5,0,0,0,1,10.8,82.0,6.0032,10
2011-05-01,0,5,6,0,0,0,2,10.8,82.0,6.0032,13
2011-05-01,0,5,7,0,0,0,2,11.739999999999998,77.0,6.0032,33
2011-05-01,0,5,8,0,0,0,2,12.68,77.0,8.9981,59
2011-05-01,0,5,9,0,0,0,2,13.62,72.0,8.9981,141
2011-05-01,0,5,10,0,0,0,2,14.56,63.0,12.998,264
2011-05-01,0,5,11,0,0,0,1,13.62,82.0,7.0015,250
2011-05-01,0,5,12,0,0,0,2,14.56,77.0,7.0015,281
2011-05-01,0,5,13,0,0,0,2,15.5,63.0,11.0014,332
2011-05-01,0,5,14,0,0,0,2,15.5,68.0,7.0015,238
2011-05-01,0,5,15,0,0,0,2,15.5,72.0,0.0,266
2011-05-01,0,5,16,0,0,0,2,15.5,72.0,12.998,214
2011-05-01,0,5,17,0,0,0,2,14.56,82.0,16.997899999999998,196
2011-05-01,0,5,18,0,0,0,2,13.62,82.0,6.0032,159
2011-05-01,0,5,19,0,0,0,2,13.62,84.0,7.0015,178
2011-05-01,0,5,20,0,0,0,2,13.62,82.0,0.0,121
2011-05-01,0,5,21,0,0,0,2,13.62,82.0,0.0,105
2011-05-01,0,5,22,0,0,0,2,13.62,82.0,0.0,100
2011-05-01,0,5,23,0,0,0,1,13.62,77.0,12.998,146
2011-05-02,0,5,0,0,1,1,1,13.62,72.0,8.9981,177
2011-05-02,0,5,1,0,1,1,1,13.62,72.0,8.9981,114
2011-05-02,0,5,2,0,1,1,2,12.68,77.0,15.0013,35
2011-05-02,0,5,3,0,1,1,1,12.68,77.0,8.9981,16
2011-05-02,0,5,4,0,1,1,1,12.68,77.0,11.0014,17
2011-05-02,0,5,5,0,1,1,2,12.68,77.0,8.9981,20
2011-05-02,0,5,6,0,1,1,1,12.68,88.0,7.0015,62
2011-05-02,0,5,7,0,1,1,2,13.62,82.0,22.0028,209
2011-05-02,0,5,8,0,1,1,2,14.56,77.0,15.0013,371
2011-05-02,0,5,9,0,1,1,2,15.5,77.0,19.0012,172
2011-05-02,0,5,10,0,1,1,2,17.380000000000006,77.0,15.0013,108
2011-05-02,0,5,11,0,1,1,1,19.26,73.0,19.9995,130
2011-05-02,0,5,12,0,1,1,1,21.14,69.0,15.0013,187
2011-05-02,0,5,13,0,1,1,2,21.14,69.0,12.998,170
2011-05-02,0,5,14,0,1,1,1,22.08,69.0,15.0013,181
2011-05-02,0,5,15,0,1,1,1,23.020000000000003,61.0,12.998,155
2011-05-02,0,5,16,0,1,1,1,23.020000000000003,61.0,15.0013,269
2011-05-02,0,5,17,0,1,1,1,23.020000000000003,65.0,12.998,537
2011-05-02,0,5,18,0,1,1,2,22.08,65.0,12.998,518
2011-05-02,0,5,19,0,1,1,2,21.14,69.0,8.9981,314
2011-05-02,0,5,20,0,1,1,2,21.14,69.0,8.9981,218
2011-05-02,0,5,21,0,1,1,2,20.2,73.0,7.0015,232
2011-05-02,0,5,22,0,1,1,2,20.2,73.0,0.0,125
2011-05-02,0,5,23,0,1,1,2,18.320000000000004,83.0,12.998,64
2011-05-03,0,5,0,0,2,1,2,18.320000000000004,83.0,15.0013,16
2011-05-03,0,5,1,0,2,1,2,18.320000000000004,78.0,16.997899999999998,14
2011-05-03,0,5,2,0,2,1,2,18.320000000000004,78.0,16.997899999999998,5
2011-05-03,0,5,3,0,2,1,1,17.380000000000006,83.0,19.0012,2
2011-05-03,0,5,4,0,2,1,1,16.44,88.0,15.0013,4
2011-05-03,0,5,5,0,2,1,1,16.44,88.0,8.9981,14
2011-05-03,0,5,6,0,2,1,2,16.44,94.0,11.0014,109
2011-05-03,0,5,7,0,2,1,2,17.380000000000006,88.0,15.0013,265
2011-05-03,0,5,8,0,2,1,2,18.320000000000004,83.0,19.0012,459
2011-05-03,0,5,9,0,2,1,2,20.2,78.0,23.9994,186
2011-05-03,0,5,10,0,2,1,2,22.08,69.0,23.9994,127
2011-05-03,0,5,11,0,2,1,2,23.020000000000003,65.0,22.0028,140
2011-05-03,0,5,12,0,2,1,2,23.96,61.0,32.9975,217
2011-05-03,0,5,13,0,2,1,2,24.9,57.99999999999999,40.9973,194
2011-05-03,0,5,14,0,2,1,2,24.9,57.99999999999999,35.0008,158
2011-05-03,0,5,15,0,2,1,2,24.9,57.99999999999999,30.0026,154
2011-05-03,0,5,16,0,2,1,1,25.84,54.0,31.0009,271
2011-05-03,0,5,17,0,2,1,1,24.9,54.0,31.0009,517
2011-05-03,0,5,18,0,2,1,1,24.9,48.0,27.9993,544
2011-05-03,0,5,19,0,2,1,1,23.96,56.99999999999999,23.9994,365
2011-05-03,0,5,20,0,2,1,1,23.020000000000003,61.0,12.998,290
2011-05-03,0,5,21,0,2,1,2,22.08,61.0,30.0026,225
2011-05-03,0,5,22,0,2,1,2,19.26,60.0,26.0027,113
2011-05-03,0,5,23,0,2,1,2,18.320000000000004,68.0,22.0028,62
2011-05-04,0,5,0,0,3,1,3,16.44,77.0,11.0014,27
2011-05-04,0,5,1,0,3,1,3,15.5,82.0,19.0012,7
2011-05-04,0,5,2,0,3,1,3,15.5,82.0,19.0012,4
2011-05-04,0,5,3,0,3,1,3,11.739999999999998,88.0,35.0008,1
2011-05-04,0,5,4,0,3,1,3,9.86,94.0,22.0028,3
2011-05-04,0,5,5,0,3,1,3,8.919999999999998,87.0,22.0028,9
2011-05-04,0,5,6,0,3,1,3,7.98,93.0,26.0027,21
2011-05-04,0,5,7,0,3,1,3,7.98,93.0,23.9994,52
2011-05-04,0,5,8,0,3,1,3,7.98,93.0,26.0027,79
2011-05-04,0,5,9,0,3,1,3,7.98,93.0,23.9994,40
2011-05-04,0,5,10,0,3,1,2,7.98,93.0,19.0012,31
2011-05-04,0,5,11,0,3,1,1,10.8,82.0,22.0028,72
2011-05-04,0,5,12,0,3,1,2,12.68,62.0,23.9994,124
2011-05-04,0,5,13,0,3,1,2,13.62,59.0,30.0026,143
2011-05-04,0,5,14,0,3,1,1,15.5,51.0,26.0027,107
2011-05-04,0,5,15,0,3,1,1,14.56,51.0,27.9993,129
2011-05-04,0,5,16,0,3,1,1,15.5,45.0,31.0009,195
2011-05-04,0,5,17,0,3,1,1,10.8,71.0,16.997899999999998,410
2011-05-04,0,5,18,0,3,1,1,11.739999999999998,67.0,16.997899999999998,396
2011-05-04,0,5,19,0,3,1,1,11.739999999999998,57.99999999999999,23.9994,296
2011-05-04,0,5,20,0,3,1,1,10.8,62.0,22.0028,191
2011-05-04,0,5,21,0,3,1,1,10.8,62.0,11.0014,150
2011-05-04,0,5,22,0,3,1,1,9.86,62.0,15.0013,89
2011-05-04,0,5,23,0,3,1,1,8.919999999999998,62.0,15.0013,57
2011-05-05,0,5,0,0,4,1,1,8.919999999999998,66.0,12.998,27
2011-05-05,0,5,1,0,4,1,1,7.98,71.0,12.998,10
2011-05-05,0,5,2,0,4,1,1,7.98,66.0,15.0013,5
2011-05-05,0,5,3,0,4,1,1,7.98,66.0,16.997899999999998,4
2011-05-05,0,5,4,0,4,1,1,7.98,66.0,16.997899999999998,7
2011-05-05,0,5,5,0,4,1,1,7.98,66.0,16.997899999999998,30
2011-05-05,0,5,6,0,4,1,1,7.98,66.0,16.997899999999998,89
2011-05-05,0,5,7,0,4,1,1,9.86,57.99999999999999,16.997899999999998,271
2011-05-05,0,5,8,0,4,1,1,11.739999999999998,50.0,16.997899999999998,440
2011-05-05,0,5,9,0,4,1,1,13.62,44.0,19.0012,184
2011-05-05,0,5,10,0,4,1,1,15.5,39.0,19.0012,128
2011-05-05,0,5,11,0,4,1,1,16.44,36.0,30.0026,148
2011-05-05,0,5,12,0,4,1,1,16.44,34.0,23.9994,196
2011-05-05,0,5,13,0,4,1,1,17.380000000000006,30.0,39.0007,192
2011-05-05,0,5,14,0,4,1,1,17.380000000000006,28.000000000000004,30.0026,154
2011-05-05,0,5,15,0,4,1,1,18.320000000000004,26.0,32.9975,147
2011-05-05,0,5,16,0,4,1,1,19.26,24.0,27.9993,269
2011-05-05,0,5,17,0,4,1,1,18.320000000000004,26.0,26.0027,533
2011-05-05,0,5,18,0,4,1,1,18.320000000000004,26.0,19.0012,520
2011-05-05,0,5,19,0,4,1,1,17.380000000000006,28.000000000000004,15.0013,361
2011-05-05,0,5,20,0,4,1,1,15.5,34.0,11.0014,258
2011-05-05,0,5,21,0,4,1,1,15.5,36.0,12.998,180
2011-05-05,0,5,22,0,4,1,1,14.56,39.0,12.998,165
2011-05-05,0,5,23,0,4,1,1,13.62,41.0,12.998,115
2011-05-06,0,5,0,0,5,1,1,12.68,44.0,11.0014,56
2011-05-06,0,5,1,0,5,1,1,10.8,62.0,11.0014,32
2011-05-06,0,5,2,0,5,1,1,9.86,62.0,7.0015,16
2011-05-06,0,5,3,0,5,1,1,8.919999999999998,71.0,7.0015,9
2011-05-06,0,5,4,0,5,1,1,8.919999999999998,71.0,7.0015,1
2011-05-06,0,5,5,0,5,1,1,7.98,81.0,7.0015,16
2011-05-06,0,5,6,0,5,1,1,8.919999999999998,81.0,6.0032,82
2011-05-06,0,5,7,0,5,1,1,10.8,82.0,0.0,222
2011-05-06,0,5,8,0,5,1,1,11.739999999999998,77.0,16.997899999999998,450
2011-05-06,0,5,9,0,5,1,1,13.62,67.0,19.0012,188
2011-05-06,0,5,10,0,5,1,2,17.380000000000006,49.0,22.0028,127
2011-05-06,0,5,11,0,5,1,2,17.380000000000006,49.0,22.0028,165
2011-05-06,0,5,12,0,5,1,1,18.320000000000004,49.0,23.9994,246
2011-05-06,0,5,13,0,5,1,1,19.26,40.0,22.0028,253
2011-05-06,0,5,14,0,5,1,1,20.2,40.0,30.0026,213
2011-05-06,0,5,15,0,5,1,1,20.2,38.0,26.0027,260
2011-05-06,0,5,16,0,5,1,1,20.2,40.0,16.997899999999998,344
2011-05-06,0,5,17,0,5,1,1,19.26,40.0,23.9994,553
2011-05-06,0,5,18,0,5,1,3,17.380000000000006,52.0,23.9994,470
2011-05-06,0,5,19,0,5,1,3,17.380000000000006,52.0,23.9994,292
2011-05-06,0,5,20,0,5,1,1,16.44,48.0,7.0015,190
2011-05-06,0,5,21,0,5,1,1,14.56,67.0,8.9981,152
2011-05-06,0,5,22,0,5,1,1,13.62,72.0,15.0013,151
2011-05-06,0,5,23,0,5,1,1,12.68,82.0,8.9981,120
2011-05-07,0,5,0,0,6,0,1,11.739999999999998,82.0,8.9981,86
2011-05-07,0,5,1,0,6,0,1,11.739999999999998,82.0,7.0015,58
2011-05-07,0,5,2,0,6,0,1,11.739999999999998,82.0,6.0032,52
2011-05-07,0,5,3,0,6,0,1,11.739999999999998,77.0,6.0032,18
2011-05-07,0,5,4,0,6,0,1,10.8,82.0,7.0015,5
2011-05-07,0,5,5,0,6,0,1,13.62,59.0,8.9981,7
2011-05-07,0,5,6,0,6,0,1,11.739999999999998,77.0,6.0032,13
2011-05-07,0,5,7,0,6,0,1,14.56,59.0,0.0,40
2011-05-07,0,5,8,0,6,0,1,16.44,52.0,12.998,115
2011-05-07,0,5,9,0,6,0,1,17.380000000000006,49.0,19.0012,218
2011-05-07,0,5,10,0,6,0,1,18.320000000000004,49.0,19.9995,298
2011-05-07,0,5,11,0,6,0,1,18.320000000000004,43.0,0.0,347
2011-05-07,0,5,12,0,6,0,1,20.2,40.0,12.998,373
2011-05-07,0,5,13,0,6,0,1,20.2,35.0,19.0012,436
2011-05-07,0,5,14,0,6,0,3,20.2,35.0,11.0014,378
2011-05-07,0,5,15,0,6,0,1,20.2,38.0,16.997899999999998,378
2011-05-07,0,5,16,0,6,0,1,20.2,38.0,12.998,342
2011-05-07,0,5,17,0,6,0,1,19.26,40.0,15.0013,354
2011-05-07,0,5,18,0,6,0,1,19.26,37.0,11.0014,289
2011-05-07,0,5,19,0,6,0,1,18.320000000000004,43.0,12.998,267
2011-05-07,0,5,20,0,6,0,1,18.320000000000004,43.0,8.9981,219
2011-05-07,0,5,21,0,6,0,1,17.380000000000006,49.0,15.0013,182
2011-05-07,0,5,22,0,6,0,1,17.380000000000006,49.0,12.998,120
2011-05-07,0,5,23,0,6,0,1,15.5,59.0,7.0015,119
2011-05-08,0,5,0,0,0,0,2,15.5,59.0,7.0015,100
2011-05-08,0,5,1,0,0,0,2,16.44,55.00000000000001,0.0,64
2011-05-08,0,5,2,0,0,0,1,14.56,63.0,0.0,59
2011-05-08,0,5,3,0,0,0,1,13.62,72.0,6.0032,31
2011-05-08,0,5,4,0,0,0,1,11.739999999999998,82.0,0.0,10
2011-05-08,0,5,5,0,0,0,2,12.68,77.0,0.0,5
2011-05-08,0,5,6,0,0,0,2,12.68,82.0,0.0,6
2011-05-08,0,5,7,0,0,0,2,13.62,82.0,0.0,23
2011-05-08,0,5,8,0,0,0,1,16.44,63.0,8.9981,86
2011-05-08,0,5,9,0,0,0,1,18.320000000000004,52.0,15.0013,160
2011-05-08,0,5,10,0,0,0,1,19.26,49.0,8.9981,244
2011-05-08,0,5,11,0,0,0,1,19.26,49.0,6.0032,340
2011-05-08,0,5,12,0,0,0,1,20.2,46.0,6.0032,382
2011-05-08,0,5,13,0,0,0,1,20.2,49.0,8.9981,390
2011-05-08,0,5,14,0,0,0,1,20.2,49.0,0.0,366
2011-05-08,0,5,15,0,0,0,1,20.2,49.0,0.0,358
2011-05-08,0,5,16,0,0,0,1,20.2,46.0,7.0015,385
2011-05-08,0,5,17,0,0,0,3,19.26,49.0,19.0012,351
2011-05-08,0,5,18,0,0,0,1,19.26,49.0,0.0,268
2011-05-08,0,5,19,0,0,0,1,18.320000000000004,64.0,0.0,239
2011-05-08,0,5,20,0,0,0,1,16.44,77.0,8.9981,174
2011-05-08,0,5,21,0,0,0,1,16.44,77.0,6.0032,127
2011-05-08,0,5,22,0,0,0,1,15.5,88.0,6.0032,115
2011-05-08,0,5,23,0,0,0,1,13.62,88.0,6.0032,50
2011-05-09,0,5,0,0,1,1,1,13.62,82.0,6.0032,53
2011-05-09,0,5,1,0,1,1,1,12.68,88.0,0.0,33
2011-05-09,0,5,2,0,1,1,1,12.68,94.0,0.0,8
2011-05-09,0,5,3,0,1,1,1,13.62,82.0,6.0032,7
2011-05-09,0,5,4,0,1,1,1,11.739999999999998,82.0,11.0014,4
2011-05-09,0,5,5,0,1,1,1,11.739999999999998,77.0,11.0014,23
2011-05-09,0,5,6,0,1,1,1,12.68,72.0,16.997899999999998,89
2011-05-09,0,5,7,0,1,1,1,14.56,63.0,16.997899999999998,237
2011-05-09,0,5,8,0,1,1,1,16.44,55.00000000000001,15.0013,374
2011-05-09,0,5,9,0,1,1,1,17.380000000000006,56.00000000000001,11.0014,178
2011-05-09,0,5,10,0,1,1,1,18.320000000000004,52.0,12.998,119
2011-05-09,0,5,11,0,1,1,1,20.2,46.0,15.0013,125
2011-05-09,0,5,12,0,1,1,1,20.2,43.0,12.998,195
2011-05-09,0,5,13,0,1,1,1,21.14,38.0,19.0012,174
2011-05-09,0,5,14,0,1,1,1,21.14,41.0,15.0013,162
2011-05-09,0,5,15,0,1,1,1,21.14,41.0,15.0013,199
2011-05-09,0,5,16,0,1,1,1,22.08,38.0,15.0013,304
2011-05-09,0,5,17,0,1,1,1,21.14,38.0,16.997899999999998,598
2011-05-09,0,5,18,0,1,1,1,21.14,38.0,19.9995,524
2011-05-09,0,5,19,0,1,1,1,19.26,43.0,12.998,384
2011-05-09,0,5,20,0,1,1,1,17.380000000000006,49.0,12.998,239
2011-05-09,0,5,21,0,1,1,1,16.44,59.0,8.9981,156
2011-05-09,0,5,22,0,1,1,1,16.44,68.0,6.0032,116
2011-05-09,0,5,23,0,1,1,1,15.5,68.0,6.0032,61
2011-05-10,0,5,0,0,2,1,1,14.56,63.0,0.0,18
2011-05-10,0,5,1,0,2,1,1,13.62,59.0,6.0032,15
2011-05-10,0,5,2,0,2,1,1,12.68,57.99999999999999,8.9981,5
2011-05-10,0,5,3,0,2,1,1,12.68,54.0,12.998,4
2011-05-10,0,5,4,0,2,1,1,11.739999999999998,62.0,16.997899999999998,2
2011-05-10,0,5,5,0,2,1,1,10.8,66.0,15.0013,29
2011-05-10,0,5,6,0,2,1,1,11.739999999999998,67.0,8.9981,112
2011-05-10,0,5,7,0,2,1,2,12.68,62.0,8.9981,314
2011-05-10,0,5,8,0,2,1,2,15.5,51.0,7.0015,425
2011-05-10,0,5,9,0,2,1,2,16.44,48.0,7.0015,205
2011-05-10,0,5,10,0,2,1,2,18.320000000000004,37.0,6.0032,127
2011-05-10,0,5,11,0,2,1,2,18.320000000000004,43.0,8.9981,125
2011-05-10,0,5,12,0,2,1,2,20.2,38.0,0.0,217
2011-05-10,0,5,13,0,2,1,2,21.14,38.0,16.997899999999998,202
2011-05-10,0,5,14,0,2,1,2,21.14,33.0,0.0,176
2011-05-10,0,5,15,0,2,1,2,22.08,33.0,6.0032,180
2011-05-10,0,5,16,0,2,1,1,23.020000000000003,31.0,7.0015,327
2011-05-10,0,5,17,0,2,1,1,22.08,33.0,0.0,611
2011-05-10,0,5,18,0,2,1,1,22.08,29.0,8.9981,550
2011-05-10,0,5,19,0,2,1,1,20.2,43.0,15.0013,434
2011-05-10,0,5,20,0,2,1,1,17.380000000000006,60.0,8.9981,291
2011-05-10,0,5,21,0,2,1,1,17.380000000000006,52.0,0.0,203
2011-05-10,0,5,22,0,2,1,1,16.44,55.00000000000001,7.0015,150
2011-05-10,0,5,23,0,2,1,2,16.44,59.0,8.9981,81
2011-05-11,0,5,0,0,3,1,2,16.44,55.00000000000001,8.9981,38
2011-05-11,0,5,1,0,3,1,2,15.5,59.0,7.0015,20
2011-05-11,0,5,2,0,3,1,1,16.44,59.0,0.0,10
2011-05-11,0,5,3,0,3,1,1,15.5,63.0,15.0013,3
2011-05-11,0,5,4,0,3,1,2,14.56,88.0,8.9981,2
2011-05-11,0,5,5,0,3,1,1,13.62,88.0,8.9981,20
2011-05-11,0,5,6,0,3,1,1,13.62,82.0,8.9981,99
2011-05-11,0,5,7,0,3,1,1,14.56,72.0,12.998,318
2011-05-11,0,5,8,0,3,1,1,14.56,77.0,16.997899999999998,442
2011-05-11,0,5,9,0,3,1,1,16.44,72.0,8.9981,203
2011-05-11,0,5,10,0,3,1,1,17.380000000000006,68.0,6.0032,154
2011-05-11,0,5,11,0,3,1,1,18.320000000000004,64.0,6.0032,141
2011-05-11,0,5,12,0,3,1,1,20.2,56.00000000000001,0.0,226
2011-05-11,0,5,13,0,3,1,1,21.14,50.0,0.0,193
2011-05-11,0,5,14,0,3,1,1,21.14,53.0,6.0032,177
2011-05-11,0,5,15,0,3,1,1,22.08,41.0,0.0,179
2011-05-11,0,5,16,0,3,1,1,23.020000000000003,39.0,0.0,289
2011-05-11,0,5,17,0,3,1,1,22.08,47.0,7.0015,259
2011-05-11,0,5,18,0,3,1,1,21.14,50.0,19.9995,274
2011-05-11,0,5,19,0,3,1,1,18.320000000000004,52.0,8.9981,401
2011-05-11,0,5,20,0,3,1,1,17.380000000000006,64.0,8.9981,273
2011-05-11,0,5,21,0,3,1,1,17.380000000000006,60.0,0.0,234
2011-05-11,0,5,22,0,3,1,1,15.5,72.0,16.997899999999998,146
2011-05-11,0,5,23,0,3,1,1,13.62,88.0,16.997899999999998,81
2011-05-12,0,5,0,0,4,1,2,13.62,88.0,15.0013,44
2011-05-12,0,5,1,0,4,1,1,13.62,88.0,15.0013,17
2011-05-12,0,5,2,0,4,1,1,12.68,94.0,12.998,15
2011-05-12,0,5,3,0,4,1,1,12.68,88.0,8.9981,5
2011-05-12,0,5,4,0,4,1,1,11.739999999999998,94.0,0.0,6
2011-05-12,0,5,5,0,4,1,1,11.739999999999998,94.0,8.9981,29
2011-05-12,0,5,6,0,4,1,1,12.68,88.0,0.0,112
2011-05-12,0,5,7,0,4,1,1,13.62,88.0,8.9981,297
2011-05-12,0,5,8,0,4,1,1,14.56,82.0,12.998,421
2011-05-12,0,5,9,0,4,1,2,15.5,77.0,19.0012,212
2011-05-12,0,5,10,0,4,1,2,17.380000000000006,68.0,15.0013,147
2011-05-12,0,5,11,0,4,1,1,19.26,60.0,15.0013,179
2011-05-12,0,5,12,0,4,1,1,19.26,60.0,15.0013,207
2011-05-12,0,5,13,0,4,1,2,21.14,56.99999999999999,19.9995,218
2011-05-12,0,5,14,0,4,1,2,21.14,61.0,15.0013,191
2011-05-12,0,5,15,0,4,1,2,22.08,53.0,16.997899999999998,217
2011-05-12,0,5,16,0,4,1,2,22.08,56.99999999999999,16.997899999999998,288
2011-05-12,0,5,17,0,4,1,2,22.08,56.99999999999999,12.998,594
2011-05-12,0,5,18,0,4,1,1,21.14,69.0,15.0013,527
2011-05-12,0,5,19,0,4,1,2,20.2,64.0,12.998,364
2011-05-12,0,5,20,0,4,1,1,20.2,64.0,12.998,276
2011-05-12,0,5,21,0,4,1,1,18.320000000000004,83.0,8.9981,223
2011-05-12,0,5,22,0,4,1,1,17.380000000000006,83.0,12.998,172
2011-05-12,0,5,23,0,4,1,2,17.380000000000006,77.0,12.998,103
2011-05-13,0,5,0,0,5,1,2,16.44,83.0,11.0014,52
2011-05-13,0,5,1,0,5,1,1,16.44,83.0,11.0014,20
2011-05-13,0,5,2,0,5,1,2,15.5,88.0,8.9981,11
2011-05-13,0,5,3,0,5,1,2,15.5,88.0,8.9981,4
2011-05-13,0,5,4,0,5,1,3,15.5,88.0,11.0014,5
2011-05-13,0,5,5,0,5,1,2,15.5,88.0,12.998,25
2011-05-13,0,5,6,0,5,1,3,15.5,88.0,8.9981,82
2011-05-13,0,5,7,0,5,1,3,15.5,88.0,11.0014,157
2011-05-13,0,5,8,0,5,1,2,15.5,88.0,12.998,387
2011-05-13,0,5,9,0,5,1,2,15.5,88.0,12.998,233
2011-05-13,0,5,10,0,5,1,2,16.44,83.0,8.9981,130
2011-05-13,0,5,11,0,5,1,2,16.44,83.0,11.0014,146
2011-05-13,0,5,12,0,5,1,2,16.44,88.0,12.998,223
2011-05-13,0,5,13,0,5,1,2,16.44,88.0,26.0027,226
2011-05-13,0,5,14,0,5,1,2,16.44,87.0,19.0012,190
2011-05-13,0,5,15,0,5,1,2,16.44,88.0,11.0014,198
2011-05-13,0,5,16,0,5,1,2,16.44,88.0,8.9981,300
2011-05-13,0,5,17,0,5,1,3,16.44,88.0,11.0014,491
2011-05-13,0,5,18,0,5,1,3,16.44,88.0,11.0014,398
2011-05-13,0,5,19,0,5,1,2,16.44,83.0,12.998,270
2011-05-13,0,5,20,0,5,1,2,16.44,83.0,8.9981,152
2011-05-13,0,5,21,0,5,1,2,16.44,84.0,11.0014,154
2011-05-13,0,5,22,0,5,1,2,16.44,83.0,15.0013,132
2011-05-13,0,5,23,0,5,1,3,15.5,88.0,11.0014,119
2011-05-14,0,5,0,0,6,0,2,15.5,88.0,8.9981,102
2011-05-14,0,5,1,0,6,0,2,15.5,88.0,8.9981,82
2011-05-14,0,5,2,0,6,0,2,15.5,88.0,8.9981,52
2011-05-14,0,5,3,0,6,0,2,15.5,88.0,8.9981,35
2011-05-14,0,5,4,0,6,0,2,15.5,82.0,11.0014,5
2011-05-14,0,5,5,0,6,0,2,15.5,82.0,7.0015,14
2011-05-14,0,5,6,0,6,0,2,15.5,88.0,7.0015,11
2011-05-14,0,5,7,0,6,0,3,14.56,100.0,0.0,32
2011-05-14,0,5,8,0,6,0,3,15.5,94.0,0.0,88
2011-05-14,0,5,9,0,6,0,2,16.44,94.0,6.0032,100
2011-05-14,0,5,10,0,6,0,2,16.44,94.0,11.0014,167
2011-05-14,0,5,11,0,6,0,2,16.44,94.0,8.9981,279
2011-05-14,0,5,12,0,6,0,3,16.44,100.0,6.0032,279
2011-05-14,0,5,13,0,6,0,3,16.44,100.0,6.0032,248
2011-05-14,0,5,14,0,6,0,2,17.380000000000006,94.0,8.9981,216
2011-05-14,0,5,15,0,6,0,2,17.380000000000006,94.0,11.0014,294
2011-05-14,0,5,16,0,6,0,2,17.380000000000006,94.0,12.998,295
2011-05-14,0,5,17,0,6,0,2,18.320000000000004,88.0,12.998,272
2011-05-14,0,5,18,0,6,0,2,18.320000000000004,88.0,15.0013,304
2011-05-14,0,5,19,0,6,0,3,17.380000000000006,94.0,8.9981,248
2011-05-14,0,5,20,0,6,0,3,17.380000000000006,94.0,8.9981,157
2011-05-14,0,5,21,0,6,0,3,17.380000000000006,94.0,15.0013,59
2011-05-14,0,5,22,0,6,0,3,17.380000000000006,94.0,11.0014,26
2011-05-14,0,5,23,0,6,0,3,16.44,100.0,12.998,44
2011-05-15,0,5,0,0,0,0,2,16.44,100.0,0.0,39
